occupancy_rate_at_booking,days_until_event,days_since_created,base_price,rule_based_multiplier,historical_adjustment,final_multiplier,purchase_price
0.81,32,80,1000,1.46,0.038,1.49,1490.0
0.61,48,15,1000,1.28,0.11,1.39,1390.0
0.91,11,3,1000,1.57,0.089,1.66,1660.0
0.53,44,9,1000,1.21,0.048,1.26,1260.0
0.94,16,44,1000,1.58,0.051,1.64,1640.0
0.18,54,69,1000,0.91,-0.037,0.88,880.0
0.72,14,52,1000,1.4,-0.012,1.39,1390.0
0.32,10,61,1000,1.08,-0.04,1.04,1040.0
0.84,10,48,1000,1.52,0.037,1.56,1560.0
0.88,55,37,1000,1.51,-0.045,1.46,1460.0
0.83,58,3,1000,1.47,-0.039,1.43,1430.0
0.73,20,67,1000,1.4,0.061,1.46,1460.0
0.37,7,63,1000,1.14,0.003,1.14,1140.0
0.68,29,89,1000,1.35,-0.078,1.27,1270.0
0.16,45,9,1000,0.9,0.04,0.94,940.0
0.8,32,36,1000,1.45,0.037,1.49,1490.0
0.06,22,40,1000,0.83,0.041,0.87,870.0
0.89,22,10,1000,1.53,0.029,1.56,1560.0
0.53,27,89,1000,1.22,0.074,1.3,1300.0
0.35,8,55,1000,1.11,-0.06,1.05,1050.0
0.51,48,14,1000,1.2,0.101,1.3,1300.0
0.18,24,5,1000,0.93,-0.058,0.87,870.0
0.32,57,60,1000,1.03,0.07,1.1,1100.0
0.37,1,3,1000,1.36,-0.063,1.3,1300.0
0.46,13,12,1000,1.18,-0.017,1.17,1170.0
0.93,8,22,1000,1.61,-0.053,1.55,1550.0
0.97,28,79,1000,1.6,0.058,1.65,1650.0
0.93,8,1,1000,1.61,-0.014,1.59,1590.0
0.41,27,54,1000,1.12,0.001,1.12,1120.0
0.31,8,35,1000,1.08,0.048,1.13,1130.0
0.37,15,25,1000,1.1,0.096,1.2,1200.0
0.24,16,59,1000,0.99,-0.062,0.93,930.0
0.14,57,18,1000,0.88,0.084,0.96,960.0
0.19,9,43,1000,0.97,0.0,0.97,970.0
0.29,6,27,1000,1.08,0.059,1.14,1140.0
0.12,43,68,1000,0.87,0.038,0.9,900.0
0.48,15,30,1000,1.2,0.1,1.3,1300.0
0.99,50,1,1000,1.6,0.118,1.72,1720.0
0.16,16,33,1000,0.92,-0.049,0.87,870.0
0.54,26,55,1000,1.23,0.085,1.32,1320.0
0.89,29,65,1000,1.53,0.038,1.56,1560.0
0.48,55,43,1000,1.17,-0.033,1.14,1140.0
0.26,16,46,1000,1.01,0.012,1.02,1020.0
0.08,3,53,1000,0.97,0.015,0.98,980.0
0.98,2,35,1000,1.78,0.058,1.84,1840.0
0.19,23,82,1000,0.94,-0.05,0.89,890.0
0.91,22,62,1000,1.55,-0.022,1.53,1530.0
0.25,60,87,1000,0.97,-0.07,0.9,900.0
0.78,55,35,1000,1.42,-0.028,1.4,1400.0
0.08,39,62,1000,0.83,0.071,0.9,900.0
0.29,16,2,1000,1.03,-0.019,1.01,1010.0
0.36,40,12,1000,1.07,0.007,1.08,1080.0
0.96,22,23,1000,1.59,-0.005,1.59,1590.0
0.69,4,3,1000,1.46,-0.063,1.39,1390.0
0.4,37,58,1000,1.11,0.077,1.18,1180.0
0.71,25,42,1000,1.38,0.05,1.43,1430.0
0.21,7,20,1000,1.0,-0.012,0.99,990.0
0.82,17,88,1000,1.48,0.062,1.54,1540.0
0.52,35,37,1000,1.21,-0.062,1.15,1150.0
0.93,47,81,1000,1.55,-0.018,1.53,1530.0
0.56,29,50,1000,1.25,-0.013,1.23,1230.0
0.07,27,90,1000,0.83,0.05,0.88,880.0
0.19,7,18,1000,0.99,0.015,1.0,1000.0
0.64,59,44,1000,1.3,0.095,1.4,1400.0
0.92,50,7,1000,1.54,-0.047,1.5,1500.0
0.89,6,31,1000,1.59,0.055,1.65,1650.0
0.94,25,37,1000,1.57,-0.045,1.53,1530.0
0.11,25,26,1000,0.87,0.087,0.95,950.0
0.83,20,72,1000,1.48,0.076,1.56,1560.0
0.95,23,43,1000,1.58,0.109,1.69,1690.0
0.8,29,83,1000,1.45,0.095,1.55,1550.0
0.59,39,82,1000,1.27,0.099,1.37,1370.0
0.2,12,13,1000,0.97,0.113,1.08,1080.0
0.32,13,38,1000,1.06,0.042,1.11,1110.0
0.34,32,37,1000,1.06,0.044,1.1,1100.0
0.86,1,82,1000,1.78,-0.071,1.71,1710.0
0.5,12,65,1000,1.22,0.019,1.24,1240.0
0.79,14,28,1000,1.46,-0.009,1.45,1450.0
0.86,23,33,1000,1.51,0.082,1.59,1590.0
0.7,37,25,1000,1.36,-0.071,1.29,1290.0
0.11,39,29,1000,0.86,-0.052,0.81,810.0
0.84,51,15,1000,1.48,-0.064,1.41,1410.0
0.06,39,57,1000,0.82,0.106,0.92,920.0
0.93,39,26,1000,1.56,0.055,1.61,1610.0
0.65,32,89,1000,1.32,0.116,1.44,1440.0
0.06,30,67,1000,0.82,-0.066,0.75,750.0
0.07,58,42,1000,0.82,-0.046,0.77,770.0
0.24,24,78,1000,0.98,-0.035,0.94,940.0
0.91,15,25,1000,1.56,0.003,1.56,1560.0
0.62,31,14,1000,1.3,0.116,1.41,1410.0
0.36,38,64,1000,1.07,0.03,1.1,1100.0
0.3,38,74,1000,1.02,-0.035,0.99,990.0
0.32,37,13,1000,1.04,-0.009,1.03,1030.0
0.79,41,70,1000,1.44,-0.036,1.4,1400.0
0.83,14,86,1000,1.5,0.023,1.52,1520.0
0.54,40,63,1000,1.22,-0.044,1.18,1180.0
0.55,1,31,1000,1.52,-0.064,1.45,1450.0
0.77,55,73,1000,1.42,-0.002,1.41,1410.0
0.09,48,26,1000,0.84,-0.007,0.83,830.0
0.57,31,62,1000,1.25,-0.064,1.19,1190.0
0.66,50,83,1000,1.32,0.061,1.38,1380.0
0.34,33,44,1000,1.06,0.022,1.08,1080.0
0.06,2,82,1000,1.0,0.053,1.05,1050.0
0.35,20,73,1000,1.08,-0.02,1.06,1060.0
0.99,51,74,1000,1.6,-0.063,1.54,1540.0
0.22,38,65,1000,0.95,0.015,0.97,970.0
0.12,19,82,1000,0.88,0.017,0.9,900.0
0.8,58,26,1000,1.44,0.063,1.5,1500.0
0.73,44,35,1000,1.38,0.064,1.45,1450.0
0.93,22,89,1000,1.57,0.114,1.68,1680.0
0.52,12,59,1000,1.24,-0.016,1.22,1220.0
0.73,46,31,1000,1.38,0.063,1.45,1450.0
0.64,12,48,1000,1.34,0.067,1.41,1410.0
0.16,53,45,1000,0.9,0.08,0.98,980.0
0.87,9,51,1000,1.55,0.086,1.64,1640.0
0.38,29,30,1000,1.09,-0.068,1.03,1030.0
0.31,34,72,1000,1.03,0.104,1.13,1130.0
0.14,46,45,1000,0.88,0.009,0.89,890.0
0.36,53,20,1000,1.07,-0.056,1.01,1010.0
0.45,20,47,1000,1.16,0.04,1.2,1200.0
0.38,10,6,1000,1.13,0.085,1.21,1210.0
0.92,21,75,1000,1.56,-0.013,1.55,1550.0
0.94,31,19,1000,1.57,0.118,1.69,1690.0
0.24,30,52,1000,0.97,-0.065,0.91,910.0
0.15,34,31,1000,0.89,-0.028,0.87,870.0
0.96,35,67,1000,1.58,0.048,1.63,1630.0
0.77,22,42,1000,1.43,-0.012,1.42,1420.0
0.42,44,77,1000,1.12,-0.025,1.1,1100.0
0.97,47,4,1000,1.59,-0.034,1.55,1550.0
0.59,1,26,1000,1.55,0.064,1.62,1620.0
0.56,33,67,1000,1.24,-0.048,1.2,1200.0
0.57,29,42,1000,1.25,0.078,1.33,1330.0
0.5,26,70,1000,1.2,0.065,1.26,1260.0
0.47,2,10,1000,1.35,0.103,1.45,1450.0
0.48,35,6,1000,1.17,-0.027,1.15,1150.0
0.65,14,59,1000,1.34,-0.048,1.29,1290.0
0.27,56,55,1000,0.99,0.055,1.05,1050.0
0.22,32,69,1000,0.96,-0.039,0.92,920.0
0.87,3,24,1000,1.64,0.025,1.66,1660.0
0.55,58,42,1000,1.23,-0.055,1.17,1170.0
0.6,4,64,1000,1.38,0.079,1.46,1460.0
0.56,25,78,1000,1.25,-0.057,1.19,1190.0
0.07,24,86,1000,0.83,0.086,0.92,920.0
0.72,17,58,1000,1.4,0.091,1.49,1490.0
0.84,39,25,1000,1.48,-0.002,1.48,1480.0
0.84,47,80,1000,1.48,0.016,1.49,1490.0
0.6,52,3,1000,1.27,0.047,1.32,1320.0
0.27,29,18,1000,1.0,0.015,1.01,1010.0
0.27,6,48,1000,1.07,0.049,1.11,1110.0
0.49,4,81,1000,1.29,0.05,1.34,1340.0
0.27,36,25,1000,1.0,-0.006,0.99,990.0
0.06,13,33,1000,0.84,0.029,0.87,870.0
0.83,58,79,1000,1.47,-0.061,1.4,1400.0
0.42,0,23,1000,1.71,-0.053,1.65,1650.0
0.81,14,32,1000,1.48,-0.076,1.4,1400.0
0.23,7,10,1000,1.02,0.039,1.06,1060.0
0.44,52,14,1000,1.14,0.103,1.24,1240.0
0.11,19,46,1000,0.87,-0.025,0.85,850.0
0.08,2,20,1000,1.02,0.048,1.07,1070.0
0.43,27,60,1000,1.14,0.087,1.22,1220.0
0.14,37,16,1000,0.88,0.07,0.96,960.0
0.89,20,14,1000,1.54,0.105,1.64,1640.0
0.36,3,10,1000,1.21,-0.057,1.15,1150.0
0.54,40,71,1000,1.22,0.021,1.24,1240.0
0.08,10,70,1000,0.87,-0.049,0.82,820.0
0.7,54,85,1000,1.36,-0.071,1.28,1280.0
0.4,0,64,1000,1.69,0.068,1.76,1760.0
0.56,1,36,1000,1.53,-0.002,1.52,1520.0
0.26,25,58,1000,0.99,0.045,1.04,1040.0
0.27,46,20,1000,0.99,-0.059,0.93,930.0
0.46,6,42,1000,1.23,0.071,1.3,1300.0
0.8,60,16,1000,1.44,0.114,1.55,1550.0
0.21,1,7,1000,1.23,0.032,1.26,1260.0
0.84,53,83,1000,1.48,-0.056,1.42,1420.0
0.69,10,50,1000,1.39,0.112,1.5,1500.0
0.94,51,66,1000,1.56,0.046,1.61,1610.0
0.49,56,62,1000,1.18,-0.034,1.14,1140.0
0.39,42,71,1000,1.1,0.014,1.11,1110.0
0.76,29,87,1000,1.42,-0.025,1.39,1390.0
0.71,43,66,1000,1.37,0.01,1.38,1380.0
0.29,12,85,1000,1.04,0.021,1.06,1060.0
0.91,6,48,1000,1.61,0.043,1.65,1650.0
0.14,54,30,1000,0.88,-0.042,0.84,840.0
0.14,17,64,1000,0.9,-0.075,0.83,830.0
0.42,37,55,1000,1.12,-0.039,1.08,1080.0
0.3,34,3,1000,1.02,0.065,1.09,1090.0
0.13,60,44,1000,0.87,-0.063,0.81,810.0
0.37,36,10,1000,1.08,0.099,1.18,1180.0
0.76,45,54,1000,1.41,-0.021,1.39,1390.0
0.79,10,57,1000,1.48,0.105,1.58,1580.0
0.24,42,23,1000,0.97,0.069,1.04,1040.0
0.33,12,71,1000,1.08,-0.018,1.06,1060.0
0.23,18,36,1000,0.98,0.075,1.05,1050.0
0.78,11,26,1000,1.46,0.015,1.48,1480.0
0.48,23,45,1000,1.18,0.018,1.2,1200.0
0.65,57,67,1000,1.31,-0.049,1.26,1260.0
0.48,48,62,1000,1.17,0.102,1.27,1270.0
0.29,26,90,1000,1.02,-0.076,0.94,940.0
0.28,43,90,1000,1.0,0.021,1.02,1020.0
0.17,19,46,1000,0.92,0.021,0.95,950.0
0.74,7,23,1000,1.45,0.042,1.5,1500.0
0.17,53,15,1000,0.91,0.022,0.93,930.0
0.3,39,41,1000,1.02,0.017,1.04,1040.0
0.49,59,45,1000,1.18,0.08,1.26,1260.0
0.28,2,18,1000,1.19,0.087,1.27,1270.0
0.14,7,59,1000,0.94,-0.008,0.94,940.0
0.75,42,12,1000,1.4,0.111,1.51,1510.0
0.85,9,8,1000,1.53,0.071,1.6,1600.0
0.66,4,58,1000,1.43,0.01,1.44,1440.0
0.47,39,77,1000,1.16,0.042,1.21,1210.0
0.91,56,33,1000,1.53,0.036,1.57,1570.0
0.52,25,17,1000,1.22,-0.07,1.15,1150.0
0.88,57,76,1000,1.51,0.04,1.55,1550.0
0.1,44,36,1000,0.85,0.018,0.87,870.0
0.67,33,19,1000,1.34,0.067,1.4,1400.0
0.74,50,13,1000,1.39,0.075,1.47,1470.0
0.42,8,44,1000,1.17,0.069,1.24,1240.0
0.32,45,56,1000,1.04,0.11,1.15,1150.0
0.43,55,53,1000,1.13,-0.047,1.08,1080.0
0.28,38,27,1000,1.0,-0.051,0.95,950.0
0.67,58,40,1000,1.33,-0.007,1.32,1320.0
0.07,22,36,1000,0.84,-0.078,0.76,760.0
0.47,35,6,1000,1.17,0.09,1.26,1260.0
0.99,33,66,1000,1.61,0.009,1.62,1620.0
0.28,17,38,1000,1.02,-0.025,1.0,1000.0
0.5,59,58,1000,1.19,-0.048,1.14,1140.0
0.76,10,80,1000,1.45,0.079,1.53,1530.0
0.1,21,67,1000,0.86,0.07,0.93,930.0
0.78,46,9,1000,1.43,-0.079,1.35,1350.0
0.48,1,70,1000,1.46,0.114,1.57,1570.0
0.81,40,86,1000,1.45,-0.056,1.4,1400.0
0.95,1,5,1000,1.86,-0.079,1.78,1780.0
0.89,57,34,1000,1.52,0.071,1.59,1590.0
0.19,11,48,1000,0.96,0.104,1.07,1070.0
0.95,14,29,1000,1.6,0.011,1.61,1610.0
0.25,30,47,1000,0.98,0.022,1.0,1000.0
0.1,28,85,1000,0.86,-0.008,0.85,850.0
0.68,38,16,1000,1.34,-0.018,1.33,1330.0
0.77,36,19,1000,1.42,-0.005,1.42,1420.0
0.29,36,51,1000,1.01,-0.004,1.01,1010.0
0.31,1,44,1000,1.31,0.068,1.38,1380.0
0.41,55,14,1000,1.11,0.006,1.12,1120.0
0.31,44,21,1000,1.03,-0.056,0.97,970.0
0.16,22,87,1000,0.91,-0.042,0.87,870.0
0.91,32,26,1000,1.54,0.049,1.59,1590.0
0.35,60,27,1000,1.06,0.027,1.08,1080.0
0.37,48,84,1000,1.08,0.015,1.09,1090.0
0.44,33,43,1000,1.14,0.009,1.15,1150.0
0.45,6,50,1000,1.22,0.048,1.27,1270.0
0.36,56,78,1000,1.07,0.023,1.09,1090.0
0.53,45,63,1000,1.21,-0.07,1.14,1140.0
0.34,24,8,1000,1.06,0.082,1.14,1140.0
0.73,53,60,1000,1.38,-0.002,1.38,1380.0
0.34,8,83,1000,1.11,0.112,1.22,1220.0
0.77,44,39,1000,1.42,-0.044,1.37,1370.0
0.38,42,80,1000,1.09,-0.019,1.07,1070.0
0.34,14,47,1000,1.08,-0.045,1.03,1030.0
0.97,28,17,1000,1.6,-0.034,1.56,1560.0
0.29,14,53,1000,1.04,0.097,1.13,1130.0
0.2,55,11,1000,0.93,-0.036,0.89,890.0
0.56,25,90,1000,1.25,-0.023,1.23,1230.0
0.2,35,33,1000,0.94,0.074,1.01,1010.0
0.62,4,17,1000,1.4,0.031,1.43,1430.0
0.59,29,1,1000,1.27,0.087,1.36,1360.0
0.21,41,88,1000,0.94,0.04,0.98,980.0
0.88,11,80,1000,1.55,0.024,1.57,1570.0
0.16,44,81,1000,0.9,-0.057,0.84,840.0
0.06,47,4,1000,0.81,-0.072,0.74,740.0
0.23,20,61,1000,0.97,0.102,1.08,1080.0
0.11,21,88,1000,0.87,-0.052,0.82,820.0
0.81,7,66,1000,1.51,-0.052,1.46,1460.0
0.37,31,69,1000,1.08,-0.057,1.03,1030.0
0.96,20,82,1000,1.59,-0.058,1.54,1540.0
0.12,44,20,1000,0.87,-0.003,0.86,860.0
0.61,48,55,1000,1.28,-0.047,1.23,1230.0
0.83,35,73,1000,1.47,-0.038,1.43,1430.0
0.32,25,89,1000,1.05,0.041,1.09,1090.0
0.62,12,67,1000,1.32,-0.058,1.27,1270.0
0.36,25,26,1000,1.08,0.015,1.09,1090.0
0.68,21,53,1000,1.36,0.09,1.45,1450.0
0.12,55,64,1000,0.86,-0.035,0.83,830.0
0.78,28,26,1000,1.43,-0.076,1.36,1360.0
0.14,39,69,1000,0.88,0.052,0.94,940.0
0.29,28,26,1000,1.02,0.074,1.09,1090.0
0.7,14,90,1000,1.39,0.001,1.39,1390.0
0.79,41,65,1000,1.44,-0.036,1.4,1400.0
0.6,57,7,1000,1.27,-0.012,1.26,1260.0
0.63,54,40,1000,1.3,0.086,1.38,1380.0
0.62,48,9,1000,1.29,0.114,1.4,1400.0
0.5,15,59,1000,1.21,0.031,1.24,1240.0
0.55,40,14,1000,1.23,-0.006,1.23,1230.0
0.63,32,23,1000,1.3,0.012,1.32,1320.0
0.98,50,49,1000,1.59,0.02,1.62,1620.0
0.72,50,80,1000,1.37,0.08,1.45,1450.0
0.49,21,35,1000,1.19,-0.065,1.13,1130.0
0.2,16,84,1000,0.96,0.049,1.0,1000.0
0.32,30,59,1000,1.04,-0.015,1.03,1030.0
0.15,8,90,1000,0.94,0.052,1.0,1000.0
0.4,58,73,1000,1.1,0.011,1.11,1110.0
0.76,42,65,1000,1.41,0.028,1.44,1440.0
0.53,59,50,1000,1.21,0.094,1.3,1300.0
0.74,46,31,1000,1.39,-0.066,1.33,1330.0
0.3,25,25,1000,1.03,0.037,1.07,1070.0
0.85,31,85,1000,1.49,-0.056,1.44,1440.0
0.45,7,85,1000,1.21,-0.023,1.18,1180.0
0.55,30,35,1000,1.24,0.002,1.24,1240.0
0.89,34,44,1000,1.52,-0.022,1.5,1500.0
0.48,0,88,1000,1.76,0.078,1.84,1840.0
0.72,39,35,1000,1.38,0.023,1.4,1400.0
0.39,4,33,1000,1.2,-0.044,1.16,1160.0
0.88,52,69,1000,1.51,0.061,1.57,1570.0
0.4,17,76,1000,1.12,0.035,1.16,1160.0
0.61,57,60,1000,1.28,-0.021,1.26,1260.0
0.1,28,29,1000,0.86,-0.004,0.85,850.0
0.68,15,85,1000,1.37,0.059,1.42,1420.0
0.61,33,41,1000,1.29,0.034,1.32,1320.0
0.74,46,54,1000,1.39,-0.035,1.36,1360.0
0.75,27,49,1000,1.41,0.092,1.5,1500.0
0.89,47,29,1000,1.52,0.07,1.59,1590.0
0.58,3,42,1000,1.39,0.099,1.49,1490.0
0.59,20,54,1000,1.28,0.041,1.32,1320.0
0.92,24,11,1000,1.56,0.001,1.56,1560.0
0.3,59,33,1000,1.01,-0.017,1.0,1000.0
0.2,11,78,1000,0.97,0.005,0.97,970.0
0.41,36,81,1000,1.11,0.027,1.14,1140.0
0.73,25,87,1000,1.39,-0.064,1.33,1330.0
0.79,19,49,1000,1.45,0.072,1.52,1520.0
0.2,52,49,1000,0.93,0.042,0.97,970.0
0.9,4,41,1000,1.64,0.115,1.75,1750.0
0.82,48,90,1000,1.46,0.08,1.54,1540.0
0.35,37,33,1000,1.06,0.095,1.16,1160.0
0.33,43,9,1000,1.04,0.032,1.08,1080.0
0.22,15,81,1000,0.97,0.056,1.03,1030.0
0.2,52,41,1000,0.93,-0.068,0.86,860.0
0.87,38,6,1000,1.5,-0.044,1.46,1460.0
0.86,26,49,1000,1.5,0.057,1.56,1560.0
0.81,21,52,1000,1.47,-0.052,1.41,1410.0
0.82,21,25,1000,1.47,-0.07,1.4,1400.0
0.55,18,2,1000,1.25,0.048,1.3,1300.0
0.44,7,60,1000,1.2,0.046,1.25,1250.0
0.52,6,81,1000,1.28,0.057,1.34,1340.0
0.66,4,34,1000,1.43,0.071,1.5,1500.0
0.63,23,34,1000,1.31,-0.023,1.29,1290.0
0.94,42,41,1000,1.56,0.004,1.57,1570.0
0.57,37,1,1000,1.25,0.077,1.33,1330.0
0.8,13,50,1000,1.47,-0.048,1.42,1420.0
0.44,37,49,1000,1.14,0.02,1.16,1160.0
0.98,19,63,1000,1.61,0.029,1.64,1640.0
0.16,18,33,1000,0.92,-0.051,0.87,870.0
0.17,38,24,1000,0.91,-0.045,0.86,860.0
0.93,18,79,1000,1.57,-0.042,1.53,1530.0
0.35,42,70,1000,1.06,-0.02,1.04,1040.0
0.32,36,64,1000,1.04,-0.005,1.03,1030.0
0.11,13,13,1000,0.89,0.032,0.92,920.0
0.67,47,19,1000,1.33,-0.004,1.33,1330.0
0.23,13,34,1000,0.99,-0.029,0.96,960.0
0.68,47,46,1000,1.34,0.094,1.43,1430.0
0.22,14,23,1000,0.98,-0.029,0.95,950.0
0.86,12,6,1000,1.53,0.031,1.56,1560.0
0.57,33,29,1000,1.25,0.034,1.29,1290.0
0.34,24,82,1000,1.06,0.03,1.09,1090.0
0.23,48,74,1000,0.96,-0.012,0.95,950.0
0.71,10,45,1000,1.41,0.076,1.48,1480.0
0.23,25,84,1000,0.97,-0.055,0.91,910.0
0.84,16,44,1000,1.5,0.116,1.62,1620.0
0.89,37,83,1000,1.52,-0.065,1.46,1460.0
0.19,48,14,1000,0.92,0.054,0.98,980.0
0.36,11,21,1000,1.11,0.04,1.15,1150.0
0.89,43,62,1000,1.52,0.097,1.62,1620.0
0.86,22,47,1000,1.51,0.102,1.61,1610.0
0.39,39,69,1000,1.1,-0.041,1.06,1060.0
0.79,32,85,1000,1.44,0.118,1.56,1560.0
0.34,51,16,1000,1.05,0.089,1.14,1140.0
0.97,26,27,1000,1.6,0.097,1.69,1690.0
0.68,36,48,1000,1.34,-0.054,1.29,1290.0
0.99,40,8,1000,1.61,-0.074,1.53,1530.0
0.78,58,5,1000,1.42,-0.069,1.35,1350.0
0.93,42,70,1000,1.55,-0.001,1.55,1550.0
0.12,37,90,1000,0.87,0.044,0.91,910.0
0.32,32,18,1000,1.04,-0.026,1.01,1010.0
0.34,8,13,1000,1.11,0.054,1.16,1160.0
0.49,48,14,1000,1.18,-0.04,1.14,1140.0
0.39,13,23,1000,1.12,0.075,1.2,1200.0
0.06,16,46,1000,0.84,0.003,0.84,840.0
0.17,40,87,1000,0.91,-0.031,0.88,880.0
0.86,18,83,1000,1.51,-0.055,1.46,1460.0
0.12,36,19,1000,0.87,0.054,0.92,920.0
0.14,30,36,1000,0.89,0.111,1.0,1000.0
0.4,7,28,1000,1.17,-0.027,1.14,1140.0
0.14,31,61,1000,0.89,0.085,0.97,970.0
0.19,16,9,1000,0.95,0.117,1.06,1060.0
0.96,22,21,1000,1.59,0.013,1.61,1610.0
0.21,12,10,1000,0.97,0.052,1.03,1030.0
0.5,53,20,1000,1.19,0.091,1.28,1280.0
0.37,47,51,1000,1.08,-0.074,1.0,1000.0
0.19,45,28,1000,0.92,-0.066,0.86,860.0
0.22,35,12,1000,0.95,0.033,0.99,990.0
0.59,8,6,1000,1.32,-0.0,1.32,1320.0
0.47,17,15,1000,1.18,-0.051,1.13,1130.0
0.22,51,29,1000,0.95,-0.061,0.89,890.0
0.41,27,24,1000,1.12,0.096,1.22,1220.0
0.08,17,8,1000,0.85,-0.011,0.84,840.0
0.94,44,56,1000,1.56,-0.024,1.54,1540.0
0.21,21,39,1000,0.96,-0.013,0.94,940.0
0.56,38,15,1000,1.24,-0.05,1.19,1190.0
0.1,27,30,1000,0.86,0.052,0.91,910.0
0.11,47,16,1000,0.86,0.023,0.88,880.0
0.2,25,4,1000,0.94,-0.06,0.88,880.0
0.87,46,24,1000,1.5,0.005,1.51,1510.0
0.69,42,38,1000,1.35,0.116,1.47,1470.0
0.49,15,41,1000,1.2,-0.053,1.15,1150.0
0.79,58,84,1000,1.43,0.013,1.44,1440.0
0.96,26,49,1000,1.59,0.093,1.68,1680.0
0.97,17,86,1000,1.61,0.095,1.7,1700.0
0.09,34,63,1000,0.84,0.103,0.95,950.0
0.41,30,19,1000,1.12,0.099,1.22,1220.0
0.67,59,70,1000,1.33,0.103,1.43,1430.0
0.09,40,30,1000,0.84,0.044,0.89,890.0
0.31,12,49,1000,1.06,0.048,1.11,1110.0
0.42,22,28,1000,1.13,0.068,1.2,1200.0
0.42,40,34,1000,1.12,-0.046,1.08,1080.0
0.14,41,72,1000,0.88,0.099,0.98,980.0
0.68,32,46,1000,1.35,-0.027,1.32,1320.0
0.68,45,14,1000,1.34,0.105,1.45,1450.0
0.82,35,22,1000,1.46,0.112,1.58,1580.0
0.66,11,40,1000,1.36,-0.066,1.29,1290.0
0.64,59,4,1000,1.3,0.095,1.4,1400.0
0.07,36,17,1000,0.83,0.094,0.92,920.0
0.55,59,84,1000,1.23,0.057,1.28,1280.0
0.15,34,61,1000,0.89,-0.061,0.83,830.0
0.92,19,38,1000,1.56,-0.043,1.52,1520.0
0.24,27,17,1000,0.98,-0.052,0.92,920.0
0.87,41,72,1000,1.5,0.059,1.56,1560.0
0.14,8,61,1000,0.94,-0.03,0.91,910.0
0.96,34,47,1000,1.58,-0.061,1.52,1520.0
0.8,25,80,1000,1.45,0.015,1.47,1470.0
0.24,50,23,1000,0.97,0.033,1.0,1000.0
0.23,32,82,1000,0.96,0.093,1.06,1060.0
0.39,2,48,1000,1.28,0.075,1.36,1360.0
0.98,18,24,1000,1.61,-0.055,1.56,1560.0
0.46,57,13,1000,1.15,0.105,1.26,1260.0
0.75,44,35,1000,1.4,0.041,1.44,1440.0
0.15,53,57,1000,0.89,0.053,0.94,940.0
0.77,1,17,1000,1.7,-0.032,1.67,1670.0
0.82,7,14,1000,1.52,0.016,1.54,1540.0
0.93,49,86,1000,1.55,-0.007,1.55,1550.0
0.35,59,2,1000,1.06,-0.003,1.05,1050.0
0.79,23,50,1000,1.45,-0.063,1.38,1380.0
0.69,58,43,1000,1.35,0.016,1.36,1360.0
0.52,44,54,1000,1.21,0.057,1.26,1260.0
0.29,42,85,1000,1.01,-0.07,0.94,940.0
0.77,36,41,1000,1.42,0.096,1.52,1520.0
0.88,31,42,1000,1.52,0.063,1.58,1580.0
0.88,40,48,1000,1.51,0.097,1.61,1610.0
0.23,33,2,1000,0.96,0.059,1.02,1020.0
0.79,20,11,1000,1.45,0.044,1.49,1490.0
0.1,0,77,1000,1.44,0.012,1.45,1450.0
0.99,39,30,1000,1.61,-0.033,1.57,1570.0
0.8,38,41,1000,1.45,0.106,1.55,1550.0
0.42,15,75,1000,1.14,0.078,1.22,1220.0
0.29,34,27,1000,1.01,0.094,1.11,1110.0
0.72,3,64,1000,1.51,0.033,1.55,1550.0
0.46,3,8,1000,1.29,-0.071,1.22,1220.0
0.12,50,4,1000,0.86,0.009,0.87,870.0
0.75,42,31,1000,1.4,-0.055,1.35,1350.0
0.41,8,71,1000,1.17,-0.058,1.11,1110.0
0.35,48,34,1000,1.06,-0.079,0.98,980.0
0.27,58,19,1000,0.99,0.093,1.08,1080.0
0.49,55,18,1000,1.18,0.041,1.22,1220.0
0.35,13,30,1000,1.09,-0.057,1.03,1030.0
0.79,40,70,1000,1.44,0.029,1.46,1460.0
0.38,5,34,1000,1.17,0.07,1.24,1240.0
0.43,15,10,1000,1.15,0.111,1.26,1260.0
0.22,27,15,1000,0.96,0.013,0.97,970.0
0.15,2,77,1000,1.08,0.085,1.16,1160.0
0.78,42,6,1000,1.43,-0.035,1.39,1390.0
0.2,0,58,1000,1.52,0.016,1.54,1540.0
0.32,41,60,1000,1.04,0.015,1.05,1050.0
0.4,48,69,1000,1.1,-0.08,1.02,1020.0
0.7,24,39,1000,1.37,-0.018,1.35,1350.0
0.35,9,75,1000,1.11,0.039,1.15,1150.0
0.38,22,50,1000,1.1,-0.012,1.09,1090.0
0.83,50,7,1000,1.47,-0.048,1.42,1420.0
0.86,4,9,1000,1.6,0.076,1.68,1680.0
0.2,27,9,1000,0.94,0.064,1.01,1010.0
0.78,3,42,1000,1.56,-0.013,1.55,1550.0
0.1,20,67,1000,0.86,0.07,0.93,930.0
0.82,47,32,1000,1.46,-0.001,1.46,1460.0
0.33,15,27,1000,1.07,0.021,1.09,1090.0
0.78,32,80,1000,1.43,-0.035,1.4,1400.0
0.37,33,64,1000,1.08,0.023,1.11,1110.0
0.42,53,64,1000,1.12,-0.066,1.05,1050.0
0.99,29,89,1000,1.61,-0.027,1.58,1580.0
0.83,8,35,1000,1.52,0.089,1.61,1610.0
